Intent,user_query,bot_response,language,augmented
occasion_match,"mehndi mein shaamil ho raha hoon, kya pehnu?","mehndi ke lye lehenga acha rahega, pastel pink rang try karo. Simple jewelry rakho.",Roman Urdu,
occasion_match,concert pe sharara ke saath makeup kaisa ho?,Concert ke lye sharara aur maroon acha rahega; boots aur simple accessories rakho. smokey eyes aur sleek bun try karo.,Roman Urdu,
occasion_match,"friends night out ke liye co-ord set kaise pehno, color pastel pink theek rahega?",Friends night out ke lye co-ord set aur pastel pink acha rahega; sandals aur simple accessories rakho. dewy skin look aur sleek bun try karo.,Roman Urdu,
occasion_match,hot humid ke liye baal kaise set karoon agar saree pehna hai?,Hot humid ke lye saree aur lavender acha rahega; sneakers aur simple accessories rakho. dewy skin look aur straightened try karo.,Roman Urdu,
occasion_match,balochi cultural event pe mere deep skin tone ke liye kaunsa color theek rahega?,Balochi cultural event ke lye kurta aur emerald acha rahega; sneakers aur simple accessories rakho. natural makeup aur loose curls try karo.,Roman Urdu,
occasion_match,aqiqah pe long gown ke saath makeup kaisa ho?,Aqiqah ke lye long gown aur pastel pink acha rahega; boots aur simple accessories rakho. natural makeup aur sleek bun try karo.,Roman Urdu,
occasion_match,"tiktok video outfit ke liye kurta kaise pehno, color mustard theek rahega?",TikTok video outfit ke lye kurta aur mustard acha rahega; sandals aur simple accessories rakho. smokey eyes aur braided style try karo.,Roman Urdu,
occasion_match,"presentation day ke liye maxi dress kaise pehno, color black theek rahega?",Presentation day ke lye maxi dress aur black acha rahega; flats aur simple accessories rakho. dewy skin look aur braided style try karo.,Roman Urdu,
occasion_match,engagement pe anarkali ke saath makeup kaisa ho?,Engagement ke lye anarkali aur peach acha rahega; heels aur simple accessories rakho. natural makeup aur braided style try karo.,Roman Urdu,
occasion_match,bridal shower ke liye baal kaise set karoon agar sharara pehna hai?,Bridal shower ke lye sharara aur peach acha rahega; sneakers aur simple accessories rakho. glam makeup aur straightened try karo.,Roman Urdu,
occasion_match,basant ya heritage day ke liye kya pehnon?,vibrant colors aur comfortable traditional pieces pehno; basant ke lye windy-safe fabrics choose karo.,Roman Urdu,
occasion_match,sunny day pe maxi dress ke saath makeup kaisa ho?,Sunny day ke lye maxi dress aur mustard acha rahega; sandals aur simple accessories rakho. natural makeup aur braided style try karo.,Roman Urdu,
occasion_match,tiktok video outfit ke liye kya pehno?,TikTok video outfit ke lye co-ord set aur white acha rahega; boots aur simple accessories rakho. natural makeup aur half-up half-down try karo.,Roman Urdu,
occasion_match,college farewell photos ke liye kya pehnon?,comfort aur photos ke lye theme ya team colors include karo.,Roman Urdu,
occasion_match,mere paas ek mehndi hai. outfit suggest karo.,statement outfit pehno 'classic cuts aur modern accessories try karo. comfortable bhi rahega.,Roman Urdu,
occasion_match,"baby shower ke liye koi brand recommend karo, jaise asim jofa.",Baby shower ke lye anarkali aur black acha rahega; boots aur simple accessories rakho. dewy skin look aur half-up half-down try karo.,Roman Urdu,
occasion_match,"rainy day ke liye koi brand recommend karo, jaise maria b.",Rainy day ke lye lehenga aur white acha rahega; sandals aur simple accessories rakho. dewy skin look aur braided style try karo.,Roman Urdu,
occasion_match,ramadan sehri ke liye baal kaise set karoon agar maxi dress pehna hai?,Ramadan sehri ke lye maxi dress aur beige acha rahega; boots aur simple accessories rakho. smokey eyes aur half-up half-down try karo.,Roman Urdu,
occasion_match,"eid milad-un-nabi ke liye koi brand recommend karo, jaise hsy.",Eid Milad-un-Nabi ke lye kurta aur white acha rahega; heels aur simple accessories rakho. smokey eyes aur loose curls try karo.,Roman Urdu,
occasion_match,walima ke liye accessories aur glasses kaunsa match karega?,Walima ke lye formal suit aur peach acha rahega; sneakers aur simple accessories rakho. smokey eyes aur sleek bun try karo.,Roman Urdu,
occasion_match,"nikah aa raha hai, outfit batado.","nikah ke lye elegant kurta acha rahega, maroon rang try karo. Simple jewelry rakho.",Roman Urdu,
occasion_match,rainy day ke liye shoes mein kya pehno flats?,Rainy day ke lye kurta aur beige acha rahega; flats aur simple accessories rakho. dewy skin look aur braided style try karo.,Roman Urdu,
occasion_match,lunch date pe co-ord set ke saath makeup kaisa ho?,Lunch date ke lye co-ord set aur mustard acha rahega; heels aur simple accessories rakho. dewy skin look aur straightened try karo.,Roman Urdu,
occasion_match,presentation day ke liye shoes mein kya pehno flats?,Presentation day ke lye lehenga aur mustard acha rahega; flats aur simple accessories rakho. glam makeup aur loose curls try karo.,Roman Urdu,
occasion_match,mehndi raat ko hai kya pehnon?,mehndi mein anarkali pehno; navy aur comfortable jootay theek rahenge.,Roman Urdu,
occasion_match,"engagement ke liye lehenga kaise pehno, color pastel pink theek rahega?",Engagement ke lye lehenga aur pastel pink acha rahega; flats aur simple accessories rakho. natural makeup aur half-up half-down try karo.,Roman Urdu,
occasion_match,"dawaat ke liye maxi dress kaise pehno, color peach theek rahega?",Dawaat ke lye maxi dress aur peach acha rahega; boots aur simple accessories rakho. natural makeup aur loose curls try karo.,Roman Urdu,
occasion_match,ramadan iftar pe trouser set ke saath makeup kaisa ho?,Ramadan iftar ke lye trouser set aur peach acha rahega; boots aur simple accessories rakho. dewy skin look aur half-up half-down try karo.,Roman Urdu,
occasion_match,engagement shoot ke liye baal kaise set karoon agar sharara pehna hai?,Engagement shoot ke lye sharara aur emerald acha rahega; juttis aur simple accessories rakho. dewy skin look aur straightened try karo.,Roman Urdu,
occasion_match,"sunny day ke liye koi brand recommend karo, jaise asim jofa.",Sunny day ke lye maxi dress aur maroon acha rahega; boots aur simple accessories rakho. smokey eyes aur half-up half-down try karo.,Roman Urdu,
occasion_match,engagement shoot ke liye shoes mein kya pehno heels?,Engagement shoot ke lye kurta aur mustard acha rahega; heels aur simple accessories rakho. smokey eyes aur loose curls try karo.,Roman Urdu,
occasion_match,mere paas ek brunch hai. outfit suggest karo.,statement outfit pehno 'classic cuts aur modern accessories try karo. comfortable bhi rahega.,Roman Urdu,
occasion_match,dawaat ke liye kya pehno?,Dawaat ke lye anarkali aur pastel pink acha rahega; flats aur simple accessories rakho. smokey eyes aur braided style try karo.,Roman Urdu,
occasion_match,"birthday ke liye saree kaise pehno, color black theek rahega?",Birthday ke lye saree aur black acha rahega; heels aur simple accessories rakho. natural makeup aur half-up half-down try karo.,Roman Urdu,
occasion_match,"brunch ke liye long gown kaise pehno, color navy theek rahega?",Brunch ke lye long gown aur navy acha rahega; sneakers aur simple accessories rakho. dewy skin look aur sleek bun try karo.,Roman Urdu,
occasion_match,graduation ceremony pe co-ord set ke saath makeup kaisa ho?,Graduation ceremony ke lye co-ord set aur white acha rahega; juttis aur simple accessories rakho. glam makeup aur sleek bun try karo.,Roman Urdu,
occasion_match,"dawaat ke liye koi brand recommend karo, jaise khaadi.",Dawaat ke lye sharara aur maroon acha rahega; flats aur simple accessories rakho. dewy skin look aur straightened try karo.,Roman Urdu,
occasion_match,smart casual pe sharara ke saath makeup kaisa ho?,Smart casual ke lye sharara aur black acha rahega; sandals aur simple accessories rakho. dewy skin look aur braided style try karo.,Roman Urdu,
budget_advice,10000 mein mein kya khareed sakta/ti hoon? koi dupes?,Tariq Road aur Zainab Market try karo; similar textures dekho.,Roman Urdu,
budget_advice,5000 tak mein kya khareed sakta/ti hoon? koi dupes?,Tariq Road aur Zainab Market try karo; similar textures dekho.,Roman Urdu,
trend,abhi ke trends kya chal rahe hain for bridal?,"bridal ke lye 2024 25 trends: pastel mixes, oversized tailoring, aur statement sleeves.",Roman Urdu,
trend,abhi ke trends kya chal rahe hain for casual?,"casual ke lye 2024 25 trends: pastel mixes, oversized tailoring, aur statement sleeves.",Roman Urdu,
trend,abhi ke trends kya chal rahe hain for ethnic?,"ethnic ke lye 2024 25 trends: pastel mixes, oversized tailoring, aur statement sleeves.",Roman Urdu,
trend,abhi ke trends kya chal rahe hain for office wear?,"office wear ke lye 2024 25 trends: pastel mixes, oversized tailoring, aur statement sleeves.",Roman Urdu,
trend,abhi ke trends kya chal rahe hain for street style?,"street style ke lye 2024 25 trends: pastel mixes, oversized tailoring, aur statement sleeves.",Roman Urdu,
budget_advice,any dupes for asim jofa under mid budget?,On a low budget try local markets like Tariq Road or Zainab Market; look for similar textures and neutral palettes to mimic high-end pieces.,English,
budget_advice,any dupes for gul ahmed under mid budget?,On a low budget try local markets like Tariq Road or Zainab Market; look for similar textures and neutral palettes to mimic high-end pieces.,English,
budget_advice,any dupes for hsy under mid budget?,On a low budget try local markets like Tariq Road or Zainab Market; look for similar textures and neutral palettes to mimic high-end pieces.,English,
budget_advice,any dupes for khaadi under mid budget?,On a low budget try local markets like Tariq Road or Zainab Market; look for similar textures and neutral palettes to mimic high-end pieces.,English,
budget_advice,any dupes for maria b under mid budget?,On a low budget try local markets like Tariq Road or Zainab Market; look for similar textures and neutral palettes to mimic high-end pieces.,English,
budget_advice,any dupes for nishat under mid budget?,On a low budget try local markets like Tariq Road or Zainab Market; look for similar textures and neutral palettes to mimic high-end pieces.,English,
budget_advice,any dupes for sana safinaz under mid budget?,On a low budget try local markets like Tariq Road or Zainab Market; look for similar textures and neutral palettes to mimic high-end pieces.,English,
style_tip,any product picks for apple body shape i should try?,I recommend breathable fabrics and neutral-tone accessories for apple body shape. A silk scarf or dainty gold necklace works.,English,
face_shape_advice,any product picks for long face i should try?,I recommend breathable fabrics and neutral-tone accessories for long face. A silk scarf or dainty gold necklace works.,English,
skin_tone_advice,any product picks for neutral undertone i should try?,I recommend breathable fabrics and neutral-tone accessories for neutral undertone. A silk scarf or dainty gold necklace works.,English,
skin_tone_advice,any product picks for oval face i should try?,I recommend breathable fabrics and neutral-tone accessories for oval face. A silk scarf or dainty gold necklace works.,English,
skin_tone_advice,any product picks for rectangle body type i should try?,I recommend breathable fabrics and neutral-tone accessories for rectangle body type. A silk scarf or dainty gold necklace works.,English,
